layer,p
0,0.3333334
1,0.3333334
2,0.3333334
3,0.3333334
4,0.3413334
5,0.35266674
6,0.32833335
7,0.38266677
8,0.38266677
9,0.31800002
10,0.27
11,0.321
12,0.28633335
13,0.3736667
14,0.4036667
15,0.4636667
16,0.49100003
17,0.5703334
18,0.58100003
19,0.588
20,0.5643334
21,0.61200005
22,0.6023334
23,0.53066665
24,0.54966664
25,0.5246667
26,0.52400005
27,0.52633333
28,0.50533336
29,0.48366672
30,0.49500003
31,0.507
32,0.46833336
33,0.42333335
34,0.416
35,0.4206667
36,0.40933332
37,0.44233334
38,0.45233336
39,0.49533334
40,0.4676667
41,0.4666667
42,0.43800002
43,0.46033335
44,0.44633338
